0	1
oxidized coenzyme F420-2	C[C@@H](C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])OP(=O)([O-])OC[C@H]([C@H]([C@H](CN1C2=CC(=O)C=CC2=CC3=C1N=C(NC3=O)[O-])O)O)O
oxidized coenzyme F430	C[C@@]12CC(=O)N[C@@]13C[C@H]4[C@H]([C@](C(=N4)CC5[C@H]([C@@H]6CCC(=O)/C(=C/7\[C@H]([C@@H](/C(=C/C(=N3)[C@H]2CCC(=O)[O-])/[N-]7)CC(=O)[O-])CCC(=O)[O-])/C6=N5)CC(=O)[O-])(C)CC(=O)N)CCC(=O)[O-].[Ni]
oxidized dinoflagellate luciferin	CCC1=C(NC(=C1C)CC2C(=C(C(=O)N2)C)C=C)CC3=C(C4=C(N3)/C(=C\5/[C@H]([C@@H]([C@H](N5)C(=O)O)C)CCC(=O)O)/C(=O)C4=O)C
oxidized dithiothreitol	C1[C@@H]([C@H](CSS1)O)O
oxidized krill luciferin	CCC1=C(NC(=C1CO)CC2(C(=C(C(=O)N2)C)C=C)O)CC3=C(C4C(N3)/C(=C/5\[C@H]([C@@H]([C@H](N5)C(=O)[O-])C)CCC(=O)[O-])/C(=O)C4=O)C
oxidized polyvinyl alcohol	CC=O
oxidized reactive black 5	C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-]
oxomalonate	C(=O)(C(=O)[O-])C(=O)[O-]
oxomalonate	C(=O)(C(=O)O)C(=O)O
oxygen	O=O
oxythiamine	CC1=C(SC=[N+]1CC2=CN=C(NC2=O)C)CCO
p-Benzoquinone	C1=CC(=O)C=CC1=O
p-Coumaroyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC=C(C=C4)O)O
p-Cumate	CC(C)C1=CC=C(C=C1)C(=O)[O-]
p-HBAD-I	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)C(=O)OC)OC)O)O
p-HBAD-II	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2OC)OC3=CC=C(C=C3)C(=O)OC)C)O)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)OC)OC)OC)O
p-Hydroxybenzyldesulphoglucosinolate	C1=CC(=CC=C1C/C(=N/O)/S[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O
p-Hydroxyfelbamate	C1=CC(=CC=C1C(COC(=O)N)COC(=O)N)O
p-Hydroxyphenylacetothiohydroximate	C1=CC(=CC=C1CC(=S)NO)O
p-Hydroxyphenylacetylglycine	C1=CC(=CC=C1CC(=O)NCC(=O)O)O
p-Tolualdehyde	CC1=CC=C(C=C1)C=O
p-aminophenylalanine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)N
p-aminophenylalanine	C1=CC(=CC=C1C[C@@H](C(=O)[O-])[NH3+])N
p-benzoquinone	C1=CC(=O)C=CC1=O
p-carboxybenzaldehyde	C1=CC(=CC=C1C=O)C(=O)O
p-coumaraldehyde	C1=CC(=CC=C1/C=C/C=O)O
p-coumaroyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC=C(C=C4)O)O
p-coumaroylserotonin	C1=CC(=CC=C1/C=C/C(=O)NCCC2=CNC3=C2C=C(C=C3)O)O
p-coumaroyltriacetate	C1=CC(=CC=C1/C=C/C(=O)CC(=O)CC(=O)CC(=O)[O-])O
p-coumaroyltriacetate lactone	C1=CC(=CC=C1/C=C/C(=O)CC2=CC(=CC(=O)O2)[O-])O
p-coumaryl alcohol	C1=CC(=CC=C1/C=C/CO)O
p-cresol	CC1=CC=C(C=C1)O
p-cumate	CC(C)C1=CC=C(C=C1)C(=O)[O-]
p-cymene	CC1=CC=C(C=C1)C(C)C
p-hydroxybenzoate	C1=CC(=CC=C1C(=O)O)[O-]
p-menthane-3,8-diol	CC1CCC(C(C1)O)C(C)(C)O
p-methylbenzaldehyde	CC1=CC=C(C=C1)C=O
p-methylbenzoate	CC1=CC=C(C=C1)C(=O)[O-]
p-nitrobenzaldehyde	C1=CC(=CC=C1C=O)[N+](=O)[O-]
p-nitrobenzoate	C1=CC(=CC=C1C(=O)[O-])[N+](=O)[O-]
p-nitrophenol	C1=CC(=CC=C1[N+](=O)[O-])O
p-nitrophenyl alpha-D-galactopyranoside	C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O
p-nitrophenyl-alpha-D-galactopyranoside	C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O
p-nitrophenyl-alpha-D-glucuronide	C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)[O-])O)O)O
p-nitrophenyl-alpha-L-arabinofuranoside	C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H](O2)CO)O)O
p-nitrophenyl-alpha-L-rhamnopyranoside	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)[N+](=O)[O-])O)O)O
p-nitrophenyl-beta-D-galactoside	C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O
p-nitrophenylphosphate	C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O
p-xylene	CC1=CC=C(C=C1)C
p125	CCO[Si](C1=CC=CC=C1)(C2=CC=CC=C2)OCC
p27	C1=CC=C2C(=C1)N=NN2C(CC3=CC=C(C=C3)C(F)(F)P(=O)(O)O)(CC4=CC=C(C=C4)C(F)(F)P(=O)(O)O)C5=CC(=C(C=C5)F)F
p35	C1CNCCC1NC2=CC3=C(CN(C3)S(=O)(=O)C4=C(C=C(C=C4)O)O)C=C2
p53	CCOCCP(CCOCC)CCP(CCOCC)CCOCC
p60	C1=CC=C(C(=C1)C2=C(N=CO2)C(=O)O)F
pGp	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O)N=C(NC2=O)N
pGp	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])OP(=O)([O-])[O-])O)N=C(NC2=O)N
paerucumarin	[C-]#[N+]C1=CC2=CC(=C(C=C2OC1=O)O)O
palmatine	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC
palmitaldehyde	CCCCCCCCCCCCCCCC=O
palmitate	CCCCCCCCCCCCCCCC(=O)O
palmitic acid	CCCCCCCCCCCCCCCC(=O)O
palmitoleate	CCCCCC/C=C\CCCCCCCC(=O)[O-]
palmitoleic acid	CCCCCC/C=C\CCCCCCCC(=O)O
palmitoleoyl-CoA	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
palmitoyl phosphate	CCCCCCCCCCCCCCCC(=O)OP(=O)(O)O
palmitoyl phosphate	CCCCCCCCCCCCCCCC(=O)OP(=O)([O-])[O-]
palmitoyl-CoA	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
palmitoylglycerone phosphate	CCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O
palustradienal	CC(C)C1=CC2=C(CC1)[C@]3(CCC[C@@]([C@@H]3CC2)(C)C=O)C
palustradiene	CC(C)C1=CC2=C(CC1)[C@]3(CCCC([C@@H]3CC2)(C)C)C
palustradiene-diol	CC(C)C1=CC2=C(CC1)[C@]3(CCC[C@@](C3CC2)(C)C(O)O)C
palustradienol	CC(C)C1=CC2=C(CC1)[C@]3(CCC[C@@]([C@@H]3CC2)(C)CO)C
panose	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O)O)O)O
pantetheine	CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O
pantetheine 4'-phosphate	CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O
pantetheine 4'-phosphate	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O
pantotheine	CC(C)(CO)C(C(=O)NCCC(=O)NCCS)O
pantotheine	CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O
pantothenic acid	CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O
papaverine	COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
paraoxon	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
parathion	CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
paraxanthine	CN1C=NC2=C1C(=O)N(C(=O)N2)C
parkeol	C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC=C3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C
parkin	CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31
paromamine	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O)O)N
parthenolide	C/C/1=C\CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C
parthenolide	C/C/1=C\CC[C@@]2([C@@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C
parthenolide	C/C/1=C/CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C
parthenolide	C/C/1=C/CC[C@@]2([C@@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C
parthenolide	CC1=CCC[C@@]2([C@@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C
parthenolide	C/C/1=C/CCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
parthenolide	CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
parthenolide	CC1=CCC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C
parthenolide	C/C/1=C\CCC2(C(O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C
parthenolide	C/C/1=C\CCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
parthenolide	C/C/1=C\CC[C@@]2([C@H](O2)[C@@H]3C(CC1)C(=C)C(=O)O3)C
parthenolide	C/C/1=C/CC[C@@]2([C@H](O2)[C@@H]3[C@H](CC1)C(=C)C(=O)O3)C
parthenolide	C/C/1=C\CC[C@@]2([C@H](O2)[C@@H]3[C@H](CC1)C(=C)C(=O)O3)C
parthenolide	CC1=CCC[C@@]2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
parthenolide	C/C/1=C\CCC2(C(O2)C3[C@@H](CC1)C(=C)C(=O)O3)C
parthenolide	C/C/1=C\CC[C@@]2(C(O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C
paspalate	C[NH+]1CC(=C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)C(=O)[O-]
paspalic acid	CN1CC(=C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)C(=O)O
paspalicine	C[C@]12CC[C@]34C(=CC(=O)[C@H](O3)C(O4)(C)C)[C@@H]1CC[C@@H]5[C@@]2(C6=C(C5)C7=CC=CC=C7N6)C
paspaline	C[C@@]12CC[C@H](O[C@H]1CC[C@]3([C@H]2CC[C@@H]4[C@@]3(C5=C(C4)C6=CC=CC=C6N5)C)C)C(C)(C)O
paspalinine	C[C@]12CC[C@]34C(=CC(=O)[C@H](O3)C(O4)(C)C)[C@@]1(CC[C@@H]5[C@@]2(C6=C(C5)C7=CC=CC=C7N6)C)O
patchoulol	C[C@H]1CC[C@@]2([C@@]3([C@H]1C[C@H](C2(C)C)CC3)C)O
patuletin	COC1=C(C2=C(C=C1O)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)O)O
patulin	C1C=C2C(=CC(=O)O2)C(O1)O
patulitrin	COC1=C(C=C2C(=C1O)C(=O)C(=C(O2)C3=CC(=C(C=C3)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
pavine	COC1=C(C=C2C3CC4=CC(=C(C=C4C(N3)CC2=C1)OC)OC)OC
paxillin	CC12CCC3C(=CC(=O)C(O3)C(C)(C)O)C1(CCC4C2(C5=C(C4)C6=CC=CC=C6N5)C)O
paxilline	C[C@]12CC[C@H]3C(=CC(=O)[C@H](O3)C(C)(C)O)[C@@]1(CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C)O
pectate	[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)O)O)O
pectate	[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)[O-])O)O
pectin	[C@@H]1([C@H]([C@H](O[C@H]([C@@H]1O)O)C(=O)O)O)O
pederin	C[C@H]1[C@H](O[C@](CC1=C)([C@@H](C(=O)N[C@H]([C@@H]2C[C@H](C([C@H](O2)C[C@@H](COC)OC)(C)C)O)OC)O)OC)C
pederin precursor	C[C@H]1[C@H](O[C@](CC1=C)(CC(=O)NC[C@@H]2C[C@H](C([C@H](O2)C[C@@H](CO)O)(C)C)O)O)C
pedunculagin	C1[C@@H]2[C@H]([C@H]3[C@H](C(O2)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C(C=C7C(=O)O1)O)O)O)O)O)O
pelargonidin	C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O
pelargonidin 3-O-(6-O-malonyl-beta-D-glucoside)	C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O)O)O
pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside	C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O)O
pelargonidin 3-O-beta-D-(caffeoyl)-sambubioside	C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=O)C=C(C4=C3)O)C5=CC=C(C=C5)O)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O)O)O
pelargonidin 3-O-beta-D-(p-coumaroyl)-sambubioside	C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=O)C=C(C4=C3)[O-])C5=CC=C(C=C5)O)COC(=O)/C=C/C6=CC=C(C=C6)O)O)O)O)O)O
pelargonidin 3-O-beta-D-glucoside	C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O
pelargonidin 3-O-beta-D-sambubioside	C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC4=C(C=C(C=C4[O+]=C3C5=CC=C(C=C5)O)O)O)CO)O)O)O)O)O
pelargonidin 3-O-glucoside	C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O
pelargonidin-3,5-di-O-beta-D-glucoside	C1=CC(=CC=C1C2=C(C=C3C(=CC(=O)C=C3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O2)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O
pelargonidin-3,5-diglucoside-5-O-caffeoylglucoside	C1=CC(=CC=C1C2=C(C=C3C(=CC(=O)C=C3O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)/C=C/C5=CC(=C(C=C5)O)O)O)O)O)O2)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O
pelargonidin-3,5-diglucoside-5-O-p-coumaroylglucoside	C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)OC3=CC(=O)C=C4C3=CC(=C(O4)C5=CC=C(C=C5)O)OC6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O)O
pelargonidin-3-O-beta-D-glucoside	C1=CC(=CC=C1C2=C(C=C3C(=CC(=O)C=C3O2)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
penicillin	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
penicillin	CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
penicillin	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[K+]
penicillin	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+]
penicillin	CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.[Na+]
penicillin	CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[K+]
penicillin F	CC/C=C/CC(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O
penicillin G	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
penicillin K	CCCCCCCC(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O
penicillin N	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)C(=O)O)C
penicillin N	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@H](C(=O)[O-])[NH3+])C(=O)[O-])C
penicillin V	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
penicillin X	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=C(C=C3)O)C(=O)O)C
pent-4-enal	C=CCCC=O
pentabromopseudilin	C1=C(C=C(C(=C1C2=C(C(=C(N2)Br)Br)Br)O)Br)Br
pentachlorocyclohexanol	C1CC(C(C(C1)(Cl)Cl)(Cl)Cl)(O)Cl
pentachlorophenol	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O
pentadecanal	CCCCCCCCCCCCCCC=O
pentadecane	CCCCCCCCCCCCCCC
pentalen-13-al	C[C@@H]1CC[C@@H]2[C@]13CC(C[C@H]3C=C2C=O)(C)C
pentalen-13-al	C[C@@H]1CCC2[C@]13CC(CC3C=C2C=O)(C)C
pentalen-13-al	C[C@@H]1CCC2C13CC(CC3C=C2C=O)(C)C
pentalen-13-al	C[C@@H]1CC[C@@H]2C13CC(C[C@H]3C=C2C=O)(C)C
pentalen-13-ol	C[C@@H]1CC[C@@H]2[C@]13CC(C[C@H]3C=C2CO)(C)C
pentalenate	C[C@@H]1CC[C@@H]2[C@]13CC([C@@H]([C@H]3C=C2C(=O)[O-])O)(C)C
pentalenene	C[C@@H]1CC[C@@H]2[C@]13CC(C[C@H]3C=C2C)(C)C
pentalenene	C[C@@H]1CC[C@@H]2C13CC(C[C@H]3C=C2C)(C)C
pentalenene	C[C@@H]1CCC2C13CC(CC3C=C2C)(C)C
pentalenene	C[C@@H]1CC[C@H]2[C@]13CC(C[C@@H]3C=C2C)(C)C
pentalenolactone	C[C@H]1[C@H]2C=C([C@H]3[C@]2(C=C1C)[C@@]4(CO4)C(=O)OC3)C(=O)O
pentalenolactone	C[C@@H]1[C@H]2C=C([C@H]3[C@]2(C=C1C)[C@@]4(CO4)C(=O)OC3)C(=O)O
pentalenolactone	CC1C2C=C(C3C2(C=C1C)C4(CO4)C(=O)OC3)C(=O)O
pentalenolactone	C[C@@H]1[C@@H]2C=C([C@H]3[C@@]2(C=C1C)[C@@]4(CO4)C(=O)OC3)C(=O)O
pentalenolactone	C[C@@H]1[C@H]2C=C([C@H]3[C@@]2(C=C1C)[C@@]4(CO4)C(=O)OC3)C(=O)O
pentalenolactone D	C[C@@H]1C(=O)OC[C@@H]2[C@]13CC(C[C@H]3C=C2C(=O)O)(C)C
pentalenolactone E	CC1(C[C@H]2C=C([C@H]3[C@]2(C1)C(=C)C(=O)OC3)C(=O)O)C
pentalenolactone F	CC1(C[C@H]2C=C([C@H]3[C@]2(C1)[C@@]4(CO4)C(=O)OC3)C(=O)O)C
pentan-1-ol	CCCCCO
pentan-2-one	CCCC(=O)C
pentanamide	CCCCC(=O)N
pentane	CCCCC
pentane-2,4-dione	CC(=O)CC(=O)C
pentanoate	CCCCC(=O)[O-]
pentanoate	CCCCC(=O)O
pentanoate	CCCCC(=O)[O-].[Ag+]
pentanoyl-CoA	CCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
pentyl sulfate	CCCCCOS(=O)(=O)[O-]
pentyl sulfate	CCCCCOS(=O)(=O)O
peonidin	COC1=C(C=CC(=C1)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O
peonidin-3-O-beta-D-glucoside	COC1=C(C=CC(=C1)C2=C(C=C3C(=CC(=O)C=C3O2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)[O-]
peptide YY	CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)N[C@@H](CC5=CC=C(C=C5)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC6=CN=CN6)C(=O)N[C@@H](CC7=CC=C(C=C7)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC8=CC=C(C=C8)O)C(=O)O)NC(=O)[C@@H]9CCCN9C(=O)[C@H](CC1=CC=C(C=C1)O)N
peptidoglycan	C[C@H](C(=O)O)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)O)N
peptidoglycan pentapeptide	CC(C(=O)NC(CCC(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(C)C(=O)O)C(=O)O)N
peptidoglycan pentapeptide	C[C@@H](C(=O)N[C@@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[NH3+]
peracetic acid	CC(=O)OO
perakine	C[C@H]1[C@@H]([C@@H]2C[C@@H]3N1[C@@H]4C2[C@H]([C@@]5(C4)C3=NC6=CC=CC=C56)OC(=O)C)C=O
perakine	C[C@H]1[C@@H](C2C[C@@H]3N1[C@@H]4C2[C@H]([C@@]5(C4)C3=NC6=CC=CC=C56)OC(=O)C)C=O
perakine	C[C@H]1[C@@H](C2C[C@@H]3N1[C@@H]4C2C([C@@]5(C4)C3=NC6=CC=CC=C56)OC(=O)C)C=O
perakine	CC1C(C2CC3N1C4C2C(C5(C4)C3=NC6=CC=CC=C56)OC(=O)C)C=O
perakine	CC1C(C2C[C@H]3N1[C@@H]4C2C([C@@]5(C4)C3=NC6=CC=CC=C56)OC(=O)C)C=O
perakine	C[C@H]1C([C@@H]2CC3N1[C@@H]4[C@H]2[C@H](C5(C4)C3=NC6=CC=CC=C56)OC(=O)C)C=O
perakine	C[C@H]1[C@@H]([C@H]2C[C@@H]3N1[C@@H]4C2[C@H](C5(C4)C3=NC6=CC=CC=C56)OC(=O)C)C=O
perakine	C[C@@H]1C([C@@H]2C[C@@H]3N1[C@@H]4[C@H]2[C@H]([C@@]5(C4)C3=NC6=CC=CC=C56)OC(=O)C)C=O
peramine	CN1C(=CN2C=CC=C2C1=O)CCCN=C(N)N
perchlorate	[O-]Cl(=O)(=O)=O
peregrinol diphosphate	CC1CC[C@@H]2[C@@]([C@]1(CC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)O)(CCCC2(C)C)C
peregrinol diphosphate	CC1CC[C@@H]2[C@@]([C@]1(CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)O)(CCCC2(C)C)C
perillaldehyde	CC(=C)C1CCC(=CC1)C=O
perillate	CC(=C)C1CCC(=CC1)C(=O)[O-]
perillic acid	CC(=C)C1CCC(=CC1)C(=O)O
perillyl alcohol	CC(=C)C1CCC(=CC1)CO
perillyl aldehyde	CC(=C)C1CCC(=CC1)C=O
perillyl-CoA	CC(=C)C1CCC(=CC1)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
perillyl-CoA	CC(=C)C1CCC(=CC1)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
perillyl-CoA	CC(=C)C1CCC(=CC1)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O
